SEQN,RIDSTATR,RIAGENDR,RIDAGEYR,RIDRETH3,DMDEDUC2,DMDMARTL,WTINT2YR,WTMEC2YR,SDMVPSU,SDMVSTRA
62619,2,1,80,3,5,5,24023.719783,25884.561742,2,96
62620,2,2,7,2,,,18660.103977,19985.967776,2,91
62621,2,1,41,4,4,1,23242.990557,23753.836506,1,100
62622,2,2,15,6,,,10963.340882,11440.408955,2,91
62623,2,2,78,3,4,1,39653.38014,40869.906755,2,95
62624,2,2,40,6,5,1,18255.735511,19354.37213,2,91
62625,2,2,60,1,4,1,15207.312407,15896.113669,1,92
62626,2,1,13,1,,,17314.330266,19031.527568,1,90
62627,2,2,2,1,,,9955.153132,10379.318342,2,94
62628,2,2,1,3,,,16717.071084,17765.560854,2,94
62629,2,1,11,6,,,6262.834446,6755.01452,3,90
62630,2,2,68,3,2,2,149153.684635,157450.342804,1,101
62631,2,2,37,3,4,1,77778.949308,79987.938327,1,101
62632,2,1,29,6,2,5,14424.961621,14817.68753,2,102
62633,2,2,61,6,5,1,12176.672371,12646.648452,2,92
62634,2,1,68,3,2,1,114174.703171,113009.251918,2,97
62635,2,2,27,6,5,1,13851.686232,14678.247845,3,91
62636,2,1,17,4,,,12147.046136,12703.852077,2,100
62637,2,2,3,4,,,13130.790087,13857.266639,2,102
62638,2,2,9,4,,,12120.418061,13050.526646,2,101
62639,2,2,26,2,1,6,43708.837271,43518.466069,1,96
62640,2,2,31,3,3,6,26546.087356,29693.438127,1,102
62641,2,1,2,1,,,10276.786905,10602.092524,1,102
62642,2,1,30,3,3,5,22188.836739,23607.684366,1,95
62643,2,2,2,4,,,5687.793894,6161.690011,2,90
62644,2,1,61,4,4,2,11761.359913,11893.852645,1,95
62645,2,2,12,6,,,6391.016092,6494.382638,1,100
62646,2,2,57,4,2,1,17164.211773,16694.46809,2,99
62647,2,1,0,2,,,8143.831412,8143.981517,2,102
62648,2,2,80,6,1,2,19516.411172,20124.53654,2,102
62649,2,1,76,4,3,1,9334.084938,9516.918553,2,96
62650,2,1,71,4,1,1,7110.382011,7529.893703,2,93
62651,2,1,55,3,3,3,152467.08796,155918.172532,1,94
62652,2,1,46,1,2,4,34205.013302,40575.476948,2,102
62653,1,1,49,6,3,1,13323.689579,0,2,92
62654,1,1,4,3,,,30553.632981,0,1,98
62655,2,1,1,4,,,5930.749873,6003.089312,2,93
62656,2,2,0,1,,,6787.112205,6969.467907,2,94
62657,2,2,2,1,,,11401.934012,11887.743086,1,95
62658,2,1,68,3,3,3,28559.076421,28710.827523,1,92
62659,2,1,18,6,,,5526.901806,5811.556543,2,103
62660,2,2,7,6,,,7932.110938,8947.143287,3,92
62661,2,1,35,3,4,5,84910.063417,90031.493834,2,96
62662,2,2,11,1,,,15962.145468,16664.698857,2,98
62663,1,2,3,2,,,12984.581505,0,2,93
62664,2,1,64,3,5,1,25436.904729,25763.177128,1,94
62665,2,2,67,4,4,3,13504.560081,14155.716256,1,102
62666,2,1,3,6,,,8838.066777,9670.229845,3,92
62667,2,1,6,3,,,53915.042746,57006.573447,1,91
62668,2,1,33,4,4,1,25120.174741,24762.106831,2,102
62669,2,1,33,3,4,5,20891.980831,22249.799905,2,97
62670,2,1,13,3,,,107087.58296,107224.801212,1,95
62671,2,1,69,4,4,3,7973.883342,8036.257566,1,100
62672,2,2,13,4,,,11078.202838,10933.134393,1,102
62673,2,1,34,1,1,1,34959.343013,34695.493801,1,97
62674,2,2,33,3,5,1,28989.076324,29596.20575,1,93
62675,2,1,0,3,,,16921.794985,16629.253929,1,99
62676,2,2,17,3,,,111142.989658,114235.009147,1,95
62677,2,2,30,1,4,1,56677.205755,57971.218225,2,102
62678,2,1,68,2,1,1,9235.951997,9462.879133,2,103
62679,2,2,7,1,,,15897.166957,16345.216522,2,102
62680,2,1,68,6,3,1,7581.139559,8116.967146,3,90
62681,2,2,5,1,,,15457.736897,15510.51982,2,98
62682,2,2,62,3,3,2,44636.780791,48652.73082,2,91
62683,2,2,55,6,5,1,16829.599526,17568.396647,1,90
62684,2,2,29,3,4,1,82612.6713,83351.284903,1,92
62685,2,1,36,6,3,5,12869.386353,13443.315161,2,92
62686,2,2,80,3,3,2,38007.846215,47247.232001,1,94
62687,2,1,10,4,,,8483.005475,8584.70346,1,96
62688,2,1,24,6,4,5,10141.381563,13212.383706,3,90
62689,2,1,44,3,5,1,116464.874823,116611.129855,2,94
62690,2,2,26,4,4,5,17568.277926,19062.73336,1,90
62691,2,1,31,4,2,5,18544.003944,19387.603198,2,100
62692,1,2,50,4,4,5,17521.481386,0,2,97
62693,2,2,69,1,2,2,9570.416297,10279.373686,2,98
62694,2,1,37,3,3,5,21219.562726,22239.20882,2,91
62695,2,2,41,4,2,4,19130.246369,19734.446951,2,101
62696,2,1,13,4,,,11351.725436,12116.15399,2,95
62697,2,1,9,2,,,12477.812875,12553.43469,2,94
62698,1,1,80,3,5,1,38666.703155,0,2,94
62699,2,1,1,4,,,4912.962876,5115.96715,2,90
62700,2,1,9,4,,,9022.8939,9530.778148,2,100
62701,2,2,29,2,4,6,30253.427014,31766.413225,2,90
62702,1,2,12,2,,,20322.312754,0,2,91
62703,2,2,2,4,,,7785.57328,8700.336584,1,96
62704,2,1,80,7,3,1,9071.406562,10878.533019,1,94
62705,2,2,30,2,4,1,35353.005268,34399.106917,2,91
62706,2,2,39,4,5,5,42150.923371,53077.558906,1,97
62707,2,2,49,3,2,1,25511.973394,26011.568993,1,98
62708,2,1,52,6,3,1,13567.923118,14187.110343,3,91
62709,2,2,10,3,,,24070.467912,25563.654853,1,95
62710,2,1,41,2,5,1,36225.654087,36329.951191,2,93
62711,2,1,1,3,,,18848.609643,22085.568952,1,91
62712,2,2,4,2,,,16087.525226,17761.059567,2,91
62713,2,1,15,3,,,17395.533107,17264.495057,1,99
62714,2,1,75,1,1,1,14200.083364,15006.095575,3,92
62715,2,1,10,3,,,47596.305609,49235.587472,1,99
62716,2,2,42,6,5,1,11762.034222,12708.069605,3,90
62717,2,2,50,3,3,6,32252.129527,31981.695662,1,99
62718,2,1,63,4,4,5,6038.685119,6085.921613,1,96
62719,2,1,74,2,1,4,14646.929358,15478.305035,1,96
62720,2,1,58,3,5,1,151766.599459,151581.541662,3,91
62721,2,2,2,3,,,33127.913744,33563.225688,1,99
62722,2,1,1,1,,,12493.910388,13386.323284,2,98
62723,2,2,31,3,5,1,95214.22557,102645.939709,1,97
62724,2,2,57,3,5,1,187291.098551,189225.431861,2,91
62725,2,2,3,6,,,5060.292252,5371.954509,1,90
62726,1,2,1,3,,,39493.444219,0,2,103
62727,2,2,80,3,4,1,43807.995099,48928.4376,1,95
62728,2,2,32,4,5,5,32569.109434,37398.26507,1,96
62729,2,2,1,2,,,6962.449638,7451.646327,3,90
62730,2,1,0,3,,,7493.544598,7825.810309,1,98
62731,2,1,19,1,,,21718.29328,21806.698186,2,94
62732,2,2,71,1,2,1,18067.031882,19590.328656,2,94
62733,1,1,5,6,,,8253.750998,0,1,90
62734,2,1,52,4,2,5,18783.626894,19376.125899,2,99
62735,2,1,39,3,3,1,105261.096488,129835.348564,1,97
62736,2,2,40,4,4,5,17036.134307,17206.306314,2,90
62737,2,1,58,6,1,1,10579.097347,10676.360686,2,92
62738,2,1,6,3,,,20333.209695,22709.426802,1,103
62739,2,1,74,3,5,1,60135.660369,64822.591837,1,90
62740,2,2,19,4,,,12857.456314,12921.235691,2,97
62741,2,2,0,4,,,3861.876549,4122.902052,1,96
62742,2,1,70,2,1,1,12962.876803,13431.341497,2,90
62743,2,1,0,3,,,7467.727239,7549.772257,3,91
62744,2,1,37,2,5,1,43108.74283,45119.517495,2,91
62745,2,2,71,4,2,1,12183.823561,13095.132048,2,100
62746,2,2,38,2,4,1,26897.674477,26781.441446,2,99
62747,2,1,52,4,4,1,19064.767778,19872.734197,2,93
62748,2,1,13,2,,,15674.964193,15512.049412,2,93
62749,2,1,48,4,2,1,22039.963414,22735.178265,1,96
62750,2,2,45,6,4,3,15890.289377,17041.022437,2,94
62751,2,1,8,3,,,21839.599095,22875.076583,1,98
62752,2,1,35,3,5,1,59510.728426,61449.871516,1,99
62753,2,2,16,4,,,18421.460617,19740.37466,1,92
62754,2,2,0,3,,,25216.508684,24531.572308,1,101
62755,2,2,19,4,,,12857.456314,12921.235691,2,97
62756,2,1,7,3,,,25604.034863,28346.339599,1,95
62757,2,1,54,3,3,3,105571.343095,105442.613847,1,92
62758,1,2,9,7,,,7722.982971,0,1,93
62759,2,2,22,4,4,5,18395.989535,18290.733411,2,93
62760,2,2,10,2,,,9872.244853,10573.701398,2,90
62761,2,1,68,1,3,1,11992.012141,12562.386395,2,102
62762,2,2,1,1,,,12260.86913,13122.344171,3,92
62763,2,1,29,3,4,1,110931.964733,116248.869259,1,94
62764,2,2,51,2,3,5,22969.116046,23881.325913,2,93
62765,2,2,29,6,5,1,16844.740449,17564.040518,3,91
62766,2,1,1,6,,,5891.941477,6363.138629,1,90
62767,1,2,40,2,4,5,29650.79971,0,2,90
62768,2,2,38,1,3,4,42456.72357,41311.151976,1,95
62769,2,2,13,3,,,74165.041171,76338.869017,2,94
62770,2,1,1,3,,,51373.484735,55257.405076,3,91
62771,2,1,30,4,2,5,21863.450986,22291.478781,2,99
62772,2,2,46,1,5,5,29995.384937,31080.287607,1,93
62773,2,2,50,3,4,3,27693.650341,27908.388498,3,91
62774,1,1,80,3,4,1,11524.806252,0,1,94
62775,1,2,69,2,1,3,13676.984152,0,2,91
62776,2,1,9,4,,,10410.106675,10617.081899,2,96
62777,2,1,28,7,5,5,18927.052732,18722.519921,2,92
62778,2,2,4,3,,,78365.406271,80834.23308,2,91
62779,2,1,32,3,3,6,81291.35274,86533.223356,2,95
62780,2,2,5,3,,,83950.915901,92655.852423,1,100
62781,2,2,3,1,,,10493.785765,10940.90082,1,103
62782,2,2,0,6,,,7997.590655,8653.844084,3,91
62783,2,2,6,2,,,15897.166957,16345.216522,2,102
62784,2,1,31,2,3,1,39040.678458,46646.692487,3,92
62785,2,1,4,4,,,8005.528865,8827.404644,1,99
62786,2,1,7,1,,,16605.106492,16594.063114,1,92
62787,2,2,21,6,4,5,11739.283384,12800.154398,1,96
62788,2,1,35,1,1,6,34887.439952,36924.956604,2,94
62789,2,2,26,6,4,6,16929.836231,18556.498474,2,101
62790,2,2,11,4,,,7631.175557,7797.231767,1,93
62791,2,1,14,3,,,24231.355333,25219.610889,2,100
62792,2,2,52,3,4,3,23128.736624,26524.976891,1,98
62793,2,1,72,3,3,1,87347.444626,90661.31559,1,95
62794,2,2,45,4,5,4,19757.142379,19558.756904,1,96
62795,2,1,20,3,4,5,35522.958395,36075.029683,1,102
62796,2,2,17,6,,,6937.463063,7785.963668,3,90
62797,2,2,24,6,5,5,16929.836231,20416.10433,2,101
62798,2,1,50,2,2,1,27240.276328,27670.554468,1,90
62799,2,2,0,4,,,3800.155777,4057.009552,2,93
62800,2,2,15,3,,,103298.858809,106172.653059,1,95
62801,2,2,19,3,,,23572.289725,23898.02545,2,95
62802,2,1,6,3,,,64054.596883,66498.597232,1,92
62803,2,2,34,3,4,1,71034.153987,71525.773464,1,98
62804,2,1,69,3,5,1,97936.972803,98855.488943,2,95
62805,2,2,41,4,5,5,17059.906216,21044.744151,3,90
62806,2,1,53,4,2,6,23775.734331,24513.29876,2,96
62807,2,1,67,3,5,1,121588.761604,120347.630506,1,91
62808,2,2,44,1,1,1,31334.47528,32083.194015,2,96
62809,2,2,51,3,3,2,27004.065356,27080.034561,1,96
62810,2,2,15,3,,,105891.533689,107879.366927,1,101
62811,2,2,40,4,5,5,19258.69251,18731.627868,2,99
62812,2,1,50,1,1,6,37557.946192,37006.841228,2,102
62813,2,1,71,3,4,5,13555.672819,14397.395601,1,94
62814,2,1,72,4,2,2,8601.453077,8734.617022,2,101
62815,2,1,4,2,,,13504.027725,13522.274849,2,93
62816,2,1,23,6,4,5,14385.653726,15564.966804,2,101
62817,2,1,41,4,3,6,19692.655418,21458.476044,2,99
62818,2,2,52,4,4,4,15521.115746,15096.339697,2,100
62819,2,2,59,3,5,1,140431.173819,141856.211353,1,91
62820,2,2,53,6,1,1,21760.356138,22156.586691,1,92
62821,2,2,56,4,3,2,16058.142925,17073.637087,2,95
62822,2,1,33,3,5,6,114838.671743,118127.710351,1,91
62823,2,1,46,4,2,4,20393.886544,21026.540202,2,97
62824,2,2,40,4,5,1,29670.405171,29084.152013,2,101
62825,2,2,3,1,,,9468.006743,10197.085534,1,103
62826,1,2,80,7,1,2,36240.721121,0,1,101
62827,2,2,0,7,,,25216.508684,26724.106581,1,101
62828,2,2,21,3,4,6,60324.348827,61156.73477,1,95
62829,2,1,0,1,,,8429.177912,8429.333277,1,95
62830,2,1,14,3,,,88448.252445,87285.839384,1,101
62831,2,2,4,1,,,10024.946819,10059.178608,2,93
62832,2,2,15,1,,,16427.640886,17012.806816,1,102
62833,2,2,18,3,,,31627.471241,33789.841724,1,95
62834,2,1,6,1,,,11159.151566,11226.781631,1,102
62835,2,2,66,6,5,5,12139.361543,12607.897559,2,103
62836,2,1,25,2,3,5,39899.764102,44211.181291,2,93
62837,2,2,18,3,,,31716.869763,32646.512808,1,95
62838,2,2,44,4,3,5,19258.69251,19091.502506,2,99
62839,2,2,3,4,,,8833.042831,9629.276723,1,99
62840,2,1,60,3,1,1,116001.539479,120724.7298,2,101
62841,2,1,52,4,2,1,26135.885159,28867.753408,2,101
62842,2,1,4,4,,,9885.965005,10900.89298,2,97
62843,1,1,14,2,,,26616.794908,0,2,91
62844,2,1,7,6,,,4852.395137,5120.382571,1,99
62845,2,1,27,4,2,5,18831.340773,22141.643614,2,93
62846,1,2,80,4,1,2,12535.973802,0,2,100
62847,2,1,44,2,5,1,33514.643153,35491.262929,1,90
62848,2,1,38,4,5,5,22185.88687,25293.081507,1,98
62849,2,2,40,4,4,1,19075.861607,19193.852226,1,96
62850,2,2,1,7,,,6257.554806,6809.629993,2,92
62851,2,1,27,3,2,5,94547.245282,99362.23578,2,91
62852,2,2,4,4,,,8602.397328,9613.133098,2,99
62853,2,1,16,6,,,5526.901806,5811.556543,2,103
62854,2,1,8,4,,,13239.363106,13690.337986,3,92
62855,2,2,47,3,4,3,147198.558516,148052.525251,2,91
62856,2,2,2,1,,,10575.997988,11390.397051,1,100
62857,2,2,0,4,,,3659.311381,3880.295282,1,99
62858,2,1,17,4,,,11763.86086,12201.333419,1,99
62859,2,2,53,4,3,3,16058.142925,18803.458224,2,95
62860,2,1,55,6,3,1,16499.662173,16948.4296,3,91
62861,2,2,80,3,3,1,60071.993203,66823.228048,1,95
62862,2,1,0,3,,,9661.66953,9494.640263,2,95
62863,2,2,1,1,,,14326.094268,14781.923489,3,92
62864,2,2,57,3,4,5,32041.645327,32334.772002,1,94
62865,1,1,17,6,,,10346.302718,0,2,91
62866,2,2,5,3,,,31376.988784,34630.493438,1,101
62867,2,1,12,3,,,21603.199906,21630.881484,2,95
62868,2,1,27,3,4,1,23002.111021,24919.46038,2,97
62869,2,1,2,4,,,6936.347746,7364.53247,1,98
62870,2,1,13,1,,,24228.858782,24791.594558,2,102
62871,2,1,48,7,5,1,12490.95898,12886.461592,2,92
62872,2,2,17,3,,,78268.283998,80112.547303,2,98
62873,1,1,15,4,,,10879.348751,0,2,100
62874,2,2,33,1,3,6,33355.357535,33078.896803,1,90
62875,2,2,46,3,4,3,98217.832546,101788.674762,1,99
62876,2,2,74,3,4,2,63504.762752,64182.95787,1,91
62877,2,1,8,4,,,13423.881856,14179.490667,2,101
62878,2,1,15,4,,,16463.950838,16583.858395,2,96
62879,2,2,14,4,,,18163.985724,18028.02401,2,101
62880,2,2,64,3,5,1,117778.281347,120111.495123,1,94
62881,2,2,57,3,5,1,134213.669088,137679.44344,1,93
62882,2,1,59,6,2,1,11690.444016,12008.407525,3,90
62883,2,2,80,3,4,1,43807.995099,48928.4376,1,101
62884,2,2,36,3,3,5,23725.035562,23797.982183,1,94
62885,2,1,60,4,4,2,9392.289727,9639.798184,1,90
62886,2,1,21,4,3,5,15576.264148,16963.869897,1,103
62887,2,2,62,4,3,4,11696.973403,11982.125462,2,101
62888,2,1,6,4,,,10410.106675,10390.534388,2,96
62889,2,1,2,2,,,8914.157023,9196.329398,1,99
62890,2,2,16,6,,,8210.014908,8564.874659,2,92
62891,2,2,74,4,2,3,13141.36586,14124.295248,1,96
62892,2,1,50,4,4,6,18225.504252,18491.00599,2,95
62893,2,2,21,1,2,4,44119.608456,46238.164206,2,98
62894,2,2,9,4,,,7620.214819,8204.982373,2,99
62895,2,1,33,3,5,1,78240.016337,81914.532146,1,93
62896,2,2,5,3,,,53166.229434,56500.79967,1,98
62897,2,1,5,2,,,17458.543556,17482.134163,2,91
62898,2,2,24,4,2,1,22473.275629,22284.590536,2,97
62899,2,2,45,2,3,6,23377.708086,24402.18571,3,90
62900,2,2,68,4,3,2,8308.628726,8949.073879,2,95
62901,2,2,64,6,5,1,11704.708696,12115.082932,1,101
62902,2,2,48,3,4,1,35126.205635,36772.568368,1,95
62903,2,1,7,6,,,9720.482616,10818.978947,2,91
62904,2,1,2,4,,,6376.965739,6390.839385,2,100
62905,2,2,1,6,,,4735.146545,4730.145135,3,90
62906,2,2,0,1,,,6885.817041,7118.841014,2,96
62907,2,2,16,2,,,14437.97544,15197.369043,2,90
62908,2,1,21,2,1,5,30581.409928,30998.258142,3,90
62909,2,2,31,2,4,6,24598.096547,23934.388227,2,99
62910,2,2,7,4,,,12120.418061,13050.526646,2,101
62911,2,1,16,1,,,24902.864049,25283.513039,1,94
62912,2,1,59,3,3,3,100742.761147,101756.213818,2,100
62913,2,2,40,4,5,3,19463.737283,25688.523518,3,91
62914,2,2,4,3,,,27528.66901,27890.404993,1,95
62915,1,1,35,1,4,1,39073.76885,0,2,99
62916,2,1,22,1,4,5,37911.437415,38922.114085,2,103
62917,2,1,13,3,,,69216.263169,70543.167563,1,91
62918,2,1,25,4,4,4,18259.989639,18151.137608,2,95
62919,2,2,34,3,1,1,20717.382973,22040.621269,2,97
62920,2,1,3,2,,,12920.2211,12937.679363,2,90
62921,2,2,10,4,,,8147.287486,8590.325322,2,90
62922,2,2,31,3,4,5,89807.047643,92234.66957,3,91
62923,2,1,21,4,4,6,20333.447198,19976.945976,1,98
62924,2,2,79,4,1,2,16361.152596,17584.911061,1,100
62925,2,2,18,3,,,22699.241957,23364.572192,2,95
62926,2,2,1,1,,,11414.885224,11901.246118,1,94
62927,2,1,63,3,4,1,138075.879417,141933.339512,2,91
62928,2,2,43,4,2,5,15206.604563,14790.435937,2,90
62929,2,1,68,4,4,1,9221.19173,9293.322792,2,95
62930,2,1,23,1,4,5,42077.383821,44160.926598,1,102
62931,2,1,15,6,,,11171.449402,11936.033174,1,92
62932,1,2,2,3,,,35285.563011,0,2,100
62933,2,2,17,6,,,11975.458482,12291.118947,1,97
62934,2,2,60,3,2,2,39030.893313,44151.142675,1,91
62935,2,1,51,2,4,1,21139.303536,21566.542108,2,103
62936,2,2,35,3,3,1,31335.13799,32985.054579,1,95
62937,2,2,63,4,4,1,10346.035773,10598.2543,1,99
62938,2,2,32,4,3,5,36053.766709,37679.125242,1,100
62939,2,1,38,2,3,5,41155.167164,49173.131788,1,102
62940,2,1,62,4,5,1,9814.165625,10072.791483,1,90
62941,2,2,55,4,4,4,13728.308948,13352.59776,2,90
62942,1,1,48,3,5,1,91761.294148,0,2,92
62943,2,1,15,2,,,18042.255087,18115.696579,1,102
62944,2,2,17,4,,,13775.846051,13737.029624,2,97
62945,2,2,48,4,5,1,19100.40225,19426.955733,1,96
62946,2,1,9,4,,,9699.683862,9681.447258,2,101
62947,1,2,68,2,1,2,11469.456138,0,1,90
62948,2,1,79,3,4,1,55509.98679,58756.097166,1,101
62949,2,2,8,4,,,9139.784234,9384.299154,2,100
62950,2,2,16,3,,,91539.042546,96988.607103,1,101
62951,2,2,23,4,3,5,15190.604914,17388.543575,1,96
62952,2,1,20,6,4,4,10547.036825,10866.006067,3,90
62953,2,1,44,6,5,1,17249.311662,18125.470447,2,91
62954,2,1,28,4,5,5,18523.956321,18091.254104,2,99
62955,2,2,31,3,5,1,76827.086279,81170.917712,2,99
62956,2,2,0,6,,,4444.744532,4630.927855,2,90
62957,2,2,3,6,,,5307.591514,5454.53335,2,102
62958,2,2,72,3,3,1,65611.003966,67854.891478,1,94
62959,2,2,13,6,,,8210.014908,8564.874659,2,92
62960,2,2,3,4,,,9727.363166,10466.751274,2,97
62961,2,1,0,4,,,7882.953266,8719.306286,2,96
62962,2,1,2,4,,,8009.966208,8254.622305,2,96
62963,2,2,6,7,,,22371.648216,23759.450609,1,95
62964,1,1,22,6,4,5,13171.824182,0,1,100
62965,2,2,3,7,,,29364.157365,32408.949946,1,102
62966,2,2,21,4,2,1,24185.894115,24390.02655,1,93
62967,2,1,36,4,2,5,27572.205373,28895.579143,1,100
62968,2,1,5,2,,,13610.050526,14582.186889,2,100
62969,2,1,14,4,,,16890.963304,17218.04077,1,91
62970,1,1,6,2,,,12577.115885,0,2,96
62971,2,1,53,3,5,1,175544.769665,178639.415011,1,91
62972,2,1,3,2,,,17458.543556,18705.569422,2,91
62973,2,1,10,1,,,17882.621856,18280.794545,3,92
62974,2,1,30,3,5,5,86986.68246,91060.136414,2,94
62975,2,2,10,4,,,7397.129324,7630.740597,1,96
62976,2,2,18,3,,,82089.722105,85880.903702,3,91
62977,2,1,25,2,5,5,50326.347525,51411.397032,1,93
62978,2,2,18,1,,,21062.314667,23105.758741,1,91
62979,2,2,68,3,4,1,53370.063988,54427.336747,3,92
62980,1,1,39,3,4,6,19384.896286,0,1,94
62981,2,1,32,4,5,1,25120.174741,25387.314373,2,102
62982,2,2,66,3,3,2,49644.076348,54110.530387,1,97
62983,2,1,7,4,,,7730.47951,9212.541007,1,99
62984,2,2,5,2,,,8825.559072,9505.166523,2,90
62985,2,1,68,6,5,1,11138.867102,11750.838884,1,102
62986,2,1,14,3,,,69211.537407,68936.770872,1,92
62987,2,1,10,2,,,13395.612951,13401.547169,2,102
62988,2,1,10,2,,,11036.458246,11087.266596,1,102
62989,2,2,1,6,,,8173.816615,8894.95474,1,97
62990,2,1,79,3,3,1,79754.311902,90534.066519,1,97
62991,2,1,24,3,5,1,129608.716834,132839.525748,1,100
62992,2,2,9,1,,,18668.602894,18957.049554,1,101
62993,2,2,34,3,5,1,74501.766669,80316.820348,1,90
62994,2,2,49,6,3,1,18255.735511,18352.270791,2,91
62995,2,1,18,4,,,11386.695644,11908.648036,2,99
62996,2,2,9,2,,,13257.060167,14867.908577,2,90
62997,2,1,60,3,4,1,29552.786683,29829.95179,2,96
62998,2,1,19,6,,,6558.308393,6849.983523,2,92
62999,2,2,9,7,,,6137.256046,6434.751859,1,103
63000,2,2,60,4,5,3,11862.436765,12619.924744,1,90
63001,2,1,5,4,,,9624.976734,10219.132066,2,96
63002,2,2,54,2,4,1,21901.662873,22693.823819,2,93
63003,2,1,40,3,2,1,151649.038926,151259.483772,1,101
63004,2,2,38,6,5,1,13047.751375,13287.186355,2,92
63005,2,1,19,1,,,32326.52031,34735.818434,2,94
63006,2,1,53,3,3,1,123771.419917,127443.198085,2,98
63007,2,1,80,3,3,1,47098.572584,49762.054694,1,95
63008,2,1,38,4,3,1,15051.024912,15121.525249,3,90
63009,2,1,6,4,,,8483.005475,8584.70346,1,96
63010,2,2,78,4,5,2,12535.973802,12972.182488,2,100
63011,2,2,16,3,,,122091.956024,127137.394167,2,91
63012,2,1,65,3,5,1,121588.761604,120347.630506,1,91
63013,2,1,65,6,5,1,11138.867102,11750.838884,1,102
63014,2,2,11,4,,,7814.742747,7978.458393,1,98
63015,2,1,65,7,4,1,117343.481374,118848.614941,1,91
63016,2,2,14,2,,,12680.621719,14355.413798,2,90
63017,2,1,71,6,1,1,12511.526803,13352.932153,2,100
63018,2,1,10,3,,,27154.222487,28089.451048,2,101
63019,2,2,65,2,4,3,10235.0654,10662.230581,2,93
63020,2,1,6,1,,,13533.281742,15943.839793,1,100
63021,2,2,46,6,3,5,19524.115198,21455.7569,1,93
63022,2,1,49,3,1,1,92467.370896,92229.84126,1,92
63023,2,1,25,3,4,6,124820.027137,126759.886775,1,91
63024,2,2,78,4,4,3,12692.401451,13134.05328,2,95
63025,2,2,79,4,2,2,14226.966896,14722.016314,2,100
63026,2,2,31,3,5,1,53830.599426,56471.452044,1,99
63027,2,1,15,1,,,18242.832494,18521.680571,1,102
63028,2,2,6,1,,,14414.529053,14932.182215,2,96
63029,2,2,2,7,,,20272.436775,20911.100412,2,94
63030,2,1,21,1,2,6,42165.369652,45330.590147,2,102
63031,2,2,77,4,1,2,15183.616455,20169.750633,1,90
63032,2,1,14,4,,,11085.075029,11001.247749,1,93
63033,2,1,45,3,5,1,153755.392794,158780.137655,1,91
63034,2,2,5,3,,,27257.164734,28966.726071,1,92
63035,2,1,7,7,,,8017.552697,8398.795399,1,99
63036,2,2,74,6,1,3,12895.665603,13811.504793,1,93
63037,2,2,41,2,1,4,34501.569761,34681.492512,1,93
63038,2,2,2,7,,,7871.443574,8074.618887,1,96
63039,2,2,2,1,,,9955.153132,10582.75863,3,92
63040,2,2,54,6,2,1,15268.129241,15348.866231,2,96
63041,2,1,35,6,5,5,14376.416432,15539.834252,2,103
63042,2,2,12,4,,,13841.239638,13875.328502,1,96
63043,2,2,20,6,4,5,11609.8069,12151.984044,2,103
63044,2,1,35,3,5,5,79316.940936,94360.361124,1,93
63045,2,2,53,1,2,4,18295.488967,18390.898385,2,103
63046,2,1,1,3,,,39241.111643,42207.80453,1,99
63047,2,2,6,3,,,14287.66096,14320.169639,2,97
63048,2,1,29,6,5,1,15875.103787,17176.519619,1,93
63049,2,1,19,2,,,30061.88611,30025.949584,1,92
63050,2,1,24,4,4,5,12364.328404,12075.509308,1,96
63051,2,1,30,6,5,1,22403.911395,23911.071969,2,96
63052,2,2,37,6,5,3,19741.154437,19781.46423,1,100
63053,2,2,8,1,,,12789.411811,13121.359297,1,102
63054,2,2,11,1,,,14469.11917,14745.425968,2,92
63055,2,2,2,3,,,25257.21318,27876.153487,1,98
63056,2,1,21,6,4,5,15196.92397,16091.373745,2,101
63057,2,1,29,3,4,5,43892.276067,44574.41704,1,98
63058,2,2,13,6,,,6135.470395,6372.721366,1,91
63059,2,1,7,4,,,10469.725162,11059.049224,1,100
63060,2,2,7,1,,,13064.573334,13201.924867,1,103
63061,2,2,37,4,4,6,22326.231285,22166.696692,1,99
63062,2,1,4,4,,,10690.995725,11500.031681,2,98
63063,2,2,7,3,,,60557.637514,61692.695301,3,92
63064,2,1,61,4,1,4,6910.118936,7233.371983,2,95
63065,2,1,11,1,,,13822.148996,14860.201344,3,92
63066,2,1,3,3,,,61250.535365,69105.159981,1,90
63067,2,2,0,6,,,6956.259272,7247.645977,1,95
63068,2,1,9,3,,,26240.82746,27691.552263,1,94
63069,2,1,20,6,4,5,14385.653726,15533.829525,2,101
63070,2,2,70,2,1,5,21122.17432,23417.039872,2,93
63071,2,2,53,4,5,2,20450.752436,20266.431761,1,98
63072,2,2,12,3,,,31756.649984,32677.072621,2,97
63073,2,1,16,3,,,25367.590269,25034.201904,1,94
63074,2,1,3,4,,,9016.053035,9698.338509,2,97
63075,2,2,12,2,,,20502.928313,21114.699878,2,98
63076,2,1,53,4,3,1,21168.33083,23066.473787,2,99
63077,2,1,38,3,5,1,86986.68246,92645.868047,2,94
63078,2,1,6,1,,,8828.580268,8822.70874,2,103
63079,2,1,17,6,,,11171.449402,11936.033174,1,92
63080,2,2,34,3,4,5,30505.56355,30746.687156,1,97
63081,2,1,62,7,3,1,19328.482066,19868.466665,3,90
63082,2,2,59,3,2,6,175997.804296,180603.118894,1,101
63083,2,2,71,3,4,2,69601.920609,70345.22994,1,98
